"State_Abbrev","year","State_Name","pop_thousands","percapita_health_spending","medicaid_enrollment","medicaid_enroll_percapita","cocaine_yr","marijuana_month","aud_yr","heroin_yr","binge_drinking","illicit_druguse","needing_tx","sud","start_year","percapita_health_spending_thousands","pop_millions","prev2years_bingedrinking","prev2years_druguse","prev2years_sud","prev2years_needingtx","prev2years_aud","prev2years_marijuana","druguse_calc","prev2years_drugusecalc","prev2years_cocaine","prev2years_heroin","tx_percapita","Gender_Female","Gender_Male","Ethnicity_HispanicorLatino","Ethnicity_NotHispanicorLatino","Race_AmericanIndianorAlaskaNative","Race_Asian","Race_BlackorAfricanAmerican","Race_Morethanonerace","Race_NativeHawaiianorOtherPacificIslander","Race_White","Insurance_Employer","Insurance_Non.Group","Insurance_Medicaid","Insurance_Medicare","Insurance_Military","Insurance_Uninsured","Insurance_Total","Population","Unemployment","Income","count_tx"
"NJ","2016","New Jersey",8874,9979,1726,0.194500788821276,2.0644,6.8745,5.0994,0.5512,25.0628,2.9909,6.033,6.5262,"2015",9.979,8.874,NA,NA,NA,NA,5.9677,7.0252,1.3078,1.28145,1.829,0.7339,1.73540680640072e-05,51.909931920601,48.090068079399,17.23290919616,82.76709080384,0.552879450223102,8.95676395056542,14.2114558667083,1.40798019040964,0.0920394561652778,74.7788810859283,55.9,5.7,17.4,12.8,0.5,7.7,100,8873.584,4.9,82150,371
"NJ","2017","New Jersey",8888,10340,1740,0.195769576957696,2.0066,7.3461,5.0333,0.4878,26.089,2.823,5.9935,6.5158,"2016",10.34,8.888,25.0628,2.9909,6.5262,6.033,5.0994,6.8745,1.2472,1.3078,2.0644,0.5512,1.72142214221422e-05,51.909931920601,48.090068079399,17.23290919616,82.76709080384,0.552879450223102,8.95676395056542,14.2114558667083,1.40798019040964,0.0920394561652778,74.7788810859283,56,5.7,17.1,13.1,0.5,7.6,100,8888.147,4.5,84000,344
"NJ","2018","New Jersey",8892,10665,1702,0.191408007197481,1.5824,8.1138,5.0705,0.6631,27.7054,2.6904,6.7618,7.0116,"2017",10.665,8.892,26.089,2.823,6.5158,5.9935,5.0333,7.3461,1.12275,1.2472,2.0066,0.4878,1.92307692307692e-05,51.909931920601,48.090068079399,17.23290919616,82.76709080384,0.552879450223102,8.95676395056542,14.2114558667083,1.40798019040964,0.0920394561652778,74.7788810859283,56.6,5.5,16.7,13.3,0.5,7.4,100,8891.73,4,85740,369
"NJ","2019","New Jersey",8891,11264,1630,0.18333145877854,1.7112,9.2167,4.6139,0.4441,27.3092,2.5774,6.2941,6.7056,"2018",11.264,8.891,27.7054,2.6904,7.0116,6.7618,5.0705,8.1138,1.07765,1.12275,1.5824,0.6631,1.95703520413902e-05,51.7349165182119,48.2650834817881,18.9756642610205,81.0243357389795,0.605065026714662,10.0144177562505,14.6720280703653,1.65266607587019,0.104466481847258,72.951356588952,55.7,5.4,16.6,13.8,0.5,7.9,100,8891.258,3.5,99920,370
"NM","2015","New Mexico",2090,7418,841,0.402392344497608,2.0405,10.3081,7.2761,0.196,NA,NA,NA,NA,"2014",7.418,2.09,NA,NA,NA,NA,7.3666,9.7262,1.11825,1.31445,2.3029,0.326,2.44019138755981e-05,50.9565910458809,49.0434089541191,43.7329439560738,56.2670560439262,9.56363684591789,1.73154568414591,2.33790561096084,1.7938805709042,0.150184762625341,84.4228465254458,36.3,5,32,13.8,2,10.9,100,2090.071,6.6,54620,159
"NM","2016","New Mexico",2093,7717,924,0.441471571906354,1.9753,10.6101,7.4319,0.3944,27.6848,3.6039,8.5808,9.0934,"2015",7.717,2.093,NA,NA,NA,NA,7.2761,10.3081,1.18485,1.11825,2.0405,0.196,2.34113712374582e-05,50.9565910458809,49.0434089541191,43.7329439560738,56.2670560439262,9.56363684591789,1.73154568414591,2.33790561096084,1.7938805709042,0.150184762625341,84.4228465254458,36.9,5,32.5,14.1,2.5,9,100,2092.555,6.7,58130,154
"NM","2017","New Mexico",2093,7973,948,0.452938365981844,2.1515,12.1953,6.4151,0.3681,26.4168,3.8039,7.68,8.2202,"2016",7.973,2.093,27.6848,3.6039,9.0934,8.5808,7.4319,10.6101,1.2598,1.18485,1.9753,0.3944,2.10224558050645e-05,50.9565910458809,49.0434089541191,43.7329439560738,56.2670560439262,9.56363684591789,1.73154568414591,2.33790561096084,1.7938805709042,0.150184762625341,84.4228465254458,36.2,4.8,33.6,14.1,2.1,9.1,100,2092.844,6.1,53770,136
"NM","2018","New Mexico",2094,8154,895,0.427411652340019,2.2423,13.3379,5.5624,0.324,24.9196,3.111,6.8231,7.5312,"2017",8.154,2.094,26.4168,3.8039,8.2202,7.68,6.4151,12.1953,1.28315,1.2598,2.1515,0.3681,2.29226361031519e-05,50.9565910458809,49.0434089541191,43.7329439560738,56.2670560439262,9.56363684591789,1.73154568414591,2.33790561096084,1.7938805709042,0.150184762625341,84.4228465254458,36.6,4.3,32.9,15,1.9,9.3,100,2093.754,4.9,55810,140
"NM","2019","New Mexico",2100,8459,881,0.41952380952381,2.0004,12.6973,5.7329,0.325,22.9574,2.8871,7.1911,7.7043,"2018",8.459,2.1,24.9196,3.111,7.5312,6.8231,5.5624,13.3379,1.1627,1.28315,2.2423,0.324,2.52380952380952e-05,50.9314760312495,49.0685239687505,45.9207667534709,54.0792332465291,10.0030509884895,1.89660539007966,2.53527898053839,2.03676595220118,0.15704886204293,83.3712498266484,36.6,4,32.7,15,1.8,9.8,100,2099.634,5,60500,166
"NV","2015","Nevada",2869,6987,498,0.173579644475427,1.5415,7.8481,6.582,0.3526,NA,NA,NA,NA,"2014",6.987,2.869,NA,NA,NA,NA,7.1694,7.743,0.94705,0.975,1.6993,0.2507,9.41094457999303e-06,49.9036472555739,50.0963527444261,23.4598417041843,76.5401582958157,1.53423941699751,8.52045008003456,8.63505466591584,2.71999600063009,0.697437290540075,77.8928225458819,47.6,6.6,18.6,13.2,1.7,12.3,100,2868.531,6.8,62960,79
"NV","2016","Nevada",2920,7377,555,0.190068493150685,1.9615,8.2124,5.6077,0.36,26.4771,3.5165,7.0698,7.4423,"2015",7.377,2.92,NA,NA,NA,NA,6.582,7.8481,1.16075,0.94705,1.5415,0.3526,8.56164383561644e-06,49.9036472555739,50.0963527444261,23.4598417041843,76.5401582958157,1.53423941699751,8.52045008003456,8.63505466591584,2.71999600063009,0.697437290540075,77.8928225458819,48.2,6.5,19.3,13.1,1.8,11.1,100,2919.555,5.8,66510,80
"NV","2017","Nevada",2972,7642,564,0.189771197846568,2.5045,12.1074,5.9972,0.5361,25.4544,3.9408,7.9054,8.3234,"2016",7.642,2.972,26.4771,3.5165,7.4423,7.0698,5.6077,8.2124,1.5203,1.16075,1.9615,0.36,8.41184387617766e-06,49.9036472555739,50.0963527444261,23.4598417041843,76.5401582958157,1.53423941699751,8.52045008003456,8.63505466591584,2.71999600063009,0.697437290540075,77.8928225458819,49.3,5.3,18.9,13.6,1.8,11.1,100,2972.097,5,68440,77
"NV","2018","Nevada",3031,7892,558,0.184097657538766,2.4395,15.6385,5.8752,0.3616,24.8509,3.5971,8.2925,9.0002,"2017",7.892,3.031,25.4544,3.9408,8.3234,7.9054,5.9972,12.1074,1.40055,1.5203,2.5045,0.5361,8.24810293632465e-06,49.9036472555739,50.0963527444261,23.4598417041843,76.5401582958157,1.53423941699751,8.52045008003456,8.63505466591584,2.71999600063009,0.697437290540075,77.8928225458819,48.3,5.4,19.3,13.7,1.9,11.4,100,3030.725,4.4,71510,81
"NV","2019","Nevada",3091,8114,547,0.176965383371077,2.9641,16.7391,6.4602,0.2337,26.8709,3.8143,8.6186,9.3225,"2018",8.114,3.091,24.8509,3.5971,9.0002,8.2925,5.8752,15.6385,1.5989,1.40055,2.4395,0.3616,1.19702361695244e-05,50.1427563217825,49.8572436782175,25.7313626937102,74.2686373062898,1.60055691868378,9.47629861091693,9.76135216384027,3.34518482780553,0.774444176873434,75.0421633018801,49.5,5.5,17.8,14,1.7,11.5,100,3090.771,4.1,80760,106
"NY","2015","New York",19657,10305,5924,0.301368469247596,2.7053,9.7454,6.773,0.5584,NA,NA,NA,NA,"2014",10.305,19.657,NA,NA,NA,NA,6.9714,8.5956,1.63185,1.41885,2.4314,0.4063,7.27476217123671e-06,52.2397652713129,47.7602347286871,16.9136450117847,83.0863549882153,0.894444025313924,8.2925720779406,16.9364275172898,1.73294549789164,0.124459021089153,72.0191518604749,49.5,5.4,25.7,11.8,0.5,7.1,100,19657.32,5.2,70210,901
"NY","2016","New York",19636,10927,5867,0.298787940517417,2.5518,9.9042,6.4265,0.446,27.3461,3.528,7.4089,8.3287,"2015",10.927,19.636,NA,NA,NA,NA,6.773,9.7454,1.4989,1.63185,2.7053,0.5584,7.43532287634956e-06,52.2397652713129,47.7602347286871,16.9136450117847,83.0863549882153,0.894444025313924,8.2925720779406,16.9364275172898,1.73294549789164,0.124459021089153,72.0191518604749,49.2,5.9,26.4,11.9,0.5,6.1,100,19636.39,4.9,73720,922
"NY","2017","New York",19594,11558,5889,0.300551189139532,2.6459,9.7196,6.0239,0.3212,26.7813,3.4305,7.3512,8.0417,"2016",11.558,19.594,27.3461,3.528,8.3287,7.4089,6.4265,9.9042,1.48355,1.4989,2.5518,0.446,7.04297233847096e-06,52.2397652713129,47.7602347286871,16.9136450117847,83.0863549882153,0.894444025313924,8.2925720779406,16.9364275172898,1.73294549789164,0.124459021089153,72.0191518604749,49.4,5.9,26.3,12.2,0.5,5.7,100,19593.85,4.6,72570,842
"NY","2018","New York",19544,12098,5872,0.300450266066312,2.8241,10.047,5.6512,0.2991,25.4761,3.422,7.0085,7.567,"2017",12.098,19.544,26.7813,3.4305,8.0417,7.3512,6.0239,9.7196,1.5616,1.48355,2.6459,0.3212,7.57265656979124e-06,52.2397652713129,47.7602347286871,16.9136450117847,83.0863549882153,0.894444025313924,8.2925720779406,16.9364275172898,1.73294549789164,0.124459021089153,72.0191518604749,49.4,5.9,26.3,12.7,0.4,5.3,100,19544.1,4.1,77760,898
"NY","2019","New York",19463,12932,5834,0.299748240250732,2.712,11.3633,5.4769,0.3203,24.8777,3.3275,6.9364,7.4328,"2018",12.932,19.463,25.4761,3.422,7.567,7.0085,5.6512,10.047,1.51615,1.5616,2.8241,0.2991,7.91244926270359e-06,52.111687481697,47.888312518303,17.7820287511623,82.2179712488377,0.947584435389075,9.17613409735072,17.1856540081654,1.99412399666987,0.133735228096101,70.5627682343288,49.8,5.8,25.7,13,0.4,5.3,100,19463.13,3.9,81840,925
"OH","2015","Ohio",11622,8754,2968,0.255377731887799,1.5433,7.8167,6.8857,0.4083,NA,NA,NA,NA,"2014",8.754,11.622,NA,NA,NA,NA,7.0737,7.0232,0.9758,0.96575,1.4852,0.4463,4.04405437962485e-06,51.7281448446856,48.2718551553144,2.74986551957846,97.2501344804216,0.267425844733684,1.93897182672983,11.7864232420711,1.22344971048474,0.0440331644797795,84.7396962115008,52.2,4.9,20.9,14.6,0.9,6.5,100,11622.32,5,64520,370
"OH","2016","Ohio",11640,9062,3028,0.260137457044674,1.7805,9.212,6.4726,0.4389,28.2953,3.1825,7.4997,8.2532,"2015",9.062,11.64,NA,NA,NA,NA,6.8857,7.8167,1.1097,0.9758,1.5433,0.4083,4.20962199312715e-06,51.7281448446856,48.2718551553144,2.74986551957846,97.2501344804216,0.267425844733684,1.93897182672983,11.7864232420711,1.22344971048474,0.0440331644797795,84.7396962115008,52.3,4.9,21.3,15.1,0.9,5.6,100,11640.06,5,64770,406
"OH","2017","Ohio",11666,9400,3042,0.260757757586148,1.8933,8.8065,5.9948,0.4899,26.8574,3.2669,7.372,8.0459,"2016",9.4,11.666,28.2953,3.1825,8.2532,7.4997,6.4726,9.212,1.1916,1.1097,1.7805,0.4389,5.4860277730156e-06,51.7281448446856,48.2718551553144,2.74986551957846,97.2501344804216,0.267425844733684,1.93897182672983,11.7864232420711,1.22344971048474,0.0440331644797795,84.7396962115008,52.1,4.8,21.1,15.3,0.9,5.8,100,11665.71,5,71560,409
"OH","2018","Ohio",11681,9627,2893,0.24766715178495,1.7021,8.5642,5.5016,0.5323,26.8735,3.2377,6.8737,7.6397,"2017",9.627,11.681,26.8574,3.2669,8.0459,7.372,5.9948,8.8065,1.1172,1.1916,1.8933,0.4899,7.01994692235254e-06,51.7281448446856,48.2718551553144,2.74986551957846,97.2501344804216,0.267425844733684,1.93897182672983,11.7864232420711,1.22344971048474,0.0440331644797795,84.7396962115008,51.9,4.6,20.7,15.4,0.9,6.5,100,11680.89,4.5,71240,464
"OH","2019","Ohio",11697,10173,2781,0.237753270069249,1.8803,10.5966,5.4867,0.3824,26.7057,3.2425,6.9917,7.9392,"2018",10.173,11.697,26.8735,3.2377,7.6397,6.8737,5.5016,8.5642,1.13135,1.1172,1.7021,0.5323,1.12849448576558e-05,51.5603771498383,48.4396228501617,3.34453671620203,96.655463283798,0.285339585812735,2.49521014790396,12.2719060583401,1.55207225282345,0.0570371989173135,83.3384347562024,52.6,4,20,15.9,0.8,6.7,100,11696.51,4.2,73650,554
"OK","2015","Oklahoma",3911,7902,725,0.185374584505242,1.173,6.3326,6.628,0.2293,NA,NA,NA,NA,"2014",7.902,3.911,NA,NA,NA,NA,6.8378,6.2992,0.70115,0.6127,1.0261,0.1993,1.38072104321145e-05,50.9999500756612,49.0000499243388,7.63425773698137,92.3657422630186,8.14472549360538,2.0775066752284,7.34500644712582,4.30571599248725,0.146261097405828,77.9807842941473,45.7,6.4,17.3,14.3,2.1,14.2,100,3910.518,4.3,56990,208
"OK","2016","Oklahoma",3928,8132,688,0.175152749490835,1.4959,6.0742,5.8165,0.3343,22.8186,3.3087,6.4821,7.1509,"2015",8.132,3.928,NA,NA,NA,NA,6.628,6.3326,0.9151,0.70115,1.173,0.2293,1.24745417515275e-05,50.9999500756612,49.0000499243388,7.63425773698137,92.3657422630186,8.14472549360538,2.0775066752284,7.34500644712582,4.30571599248725,0.146261097405828,77.9807842941473,45,6.6,18.2,14.5,1.9,13.8,100,3928.143,4.6,61120,204
"OK","2017","Oklahoma",3934,8382,696,0.17691916624301,1.8328,7.0644,6.3264,0.4688,23.9271,3.3026,7.1173,7.7759,"2016",8.382,3.934,22.8186,3.3087,7.1509,6.4821,5.8165,6.0742,1.1508,0.9151,1.4959,0.3343,1.19471276054906e-05,50.9999500756612,49.0000499243388,7.63425773698137,92.3657422630186,8.14472549360538,2.0775066752284,7.34500644712582,4.30571599248725,0.146261097405828,77.9807842941473,45.3,5.9,18,14.7,2.1,14,100,3933.602,4,61180,191
"OK","2018","Oklahoma",3943,8625,667,0.169160537661679,2.102,7.7538,6.4003,0.3658,25.4297,3.6137,7.6452,8.5438,"2017",8.625,3.943,23.9271,3.3026,7.7759,7.1173,6.3264,7.0644,1.2339,1.1508,1.8328,0.4688,1.1159015977682e-05,50.9999500756612,49.0000499243388,7.63425773698137,92.3657422630186,8.14472549360538,2.0775066752284,7.34500644712582,4.30571599248725,0.146261097405828,77.9807842941473,46,5.8,17.6,14.7,2.1,13.7,100,3943.488,3.3,62920,200
"OK","2019","Oklahoma",3961,8923,658,0.16611966675082,1.759,10.5372,5.883,0.2918,23.1873,3.4613,7.4047,8.0107,"2018",8.923,3.961,25.4297,3.6137,8.5438,7.6452,6.4003,7.7538,1.0254,1.2339,2.102,0.3658,1.11083059833375e-05,50.9836358357338,49.0163641642662,8.94034195692164,91.0596580430784,8.62834426372901,2.42314549948067,7.55825303907571,4.77831068930504,0.196058671929487,76.4158878364801,45.5,5.5,17,15.1,2,14.9,100,3960.676,3.1,67650,208
"OR","2015","Oregon",4019,8438,1089,0.27096292610102,2.2682,13.0385,7.2868,0.3688,NA,NA,NA,NA,"2014",8.438,4.019,NA,NA,NA,NA,7.312,12.5908,1.3185,1.24005,2.1159,0.3642,1.51779049514805e-05,50.9743249197888,49.0256750802112,9.64367219629422,90.3563278037058,1.60344086975439,4.18393010496845,1.85960784339307,2.58306590836372,0.37795555010504,89.3919997234153,45.8,7.5,23.9,14.7,1.1,7,100,4018.542,5.5,73640,237
"OR","2016","Oregon",4093,8699,1087,0.265575372587344,2.6438,16.2565,7.4623,0.5011,25.0475,4.1246,9.6043,9.8847,"2015",8.699,4.093,NA,NA,NA,NA,7.2868,13.0385,1.57245,1.3185,2.2682,0.3688,1.68580503298314e-05,50.9743249197888,49.0256750802112,9.64367219629422,90.3563278037058,1.60344086975439,4.18393010496845,1.85960784339307,2.58306590836372,0.37795555010504,89.3919997234153,46.8,7.6,23.3,15.2,0.9,6.2,100,4093.271,4.7,70950,223
"OR","2017","Oregon",4147,8827,1026,0.247407764649144,3.1571,20.0373,7.8704,0.3956,26.732,4.6722,9.215,9.7615,"2016",8.827,4.147,25.0475,4.1246,9.8847,9.6043,7.4623,16.2565,1.77635,1.57245,2.6438,0.5011,1.66385338799132e-05,50.9743249197888,49.0256750802112,9.64367219629422,90.3563278037058,1.60344086975439,4.18393010496845,1.85960784339307,2.58306590836372,0.37795555010504,89.3919997234153,47.1,7.1,22.9,15.2,1,6.8,100,4147.294,4.1,73690,226
"OR","2018","Oregon",4184,9168,985,0.235420650095602,3.3008,19.6526,7.7291,0.4095,26.5376,4.2964,9.2305,9.9378,"2017",9.168,4.184,26.732,4.6722,9.7615,9.215,7.8704,20.0373,1.85515,1.77635,3.1571,0.3956,1.5774378585086e-05,50.9743249197888,49.0256750802112,9.64367219629422,90.3563278037058,1.60344086975439,4.18393010496845,1.85960784339307,2.58306590836372,0.37795555010504,89.3919997234153,47.6,6.5,22.1,15.6,1,7.2,100,4183.538,4,79950,229
"OR","2019","Oregon",4216,9635,992,0.235294117647059,3.0911,19.3978,7.3609,0.5165,26.0232,4.46,8.9273,9.7824,"2018",9.635,4.216,26.5376,4.2964,9.9378,9.2305,7.7291,19.6526,1.8038,1.85515,3.3008,0.4095,1.75521821631879e-05,50.8478349154552,49.1521650845448,11.1036579525384,88.8963420474616,1.67057509904363,4.95741802959507,2.07444810239367,3.07382118168437,0.432906504071106,87.7908310832122,49.3,5.7,20.8,16.2,0.9,7.1,100,4216.116,3.7,84760,234
"PA","2015","Pennsylvania",12790,9562,2677,0.209304143862392,1.721,7.8005,6.8189,0.586,NA,NA,NA,NA,"2014",9.562,12.79,NA,NA,NA,NA,7.0116,7.3078,1.1535,1.07395,1.6237,0.5242,1.57935887412041e-05,51.7379704657236,48.2620295342764,5.22600762469849,94.7739923753015,0.304343867620158,3.06900276593114,10.6897354414894,1.10222773349894,0.0559090220562831,84.778781169404,52.7,6.8,18.5,15.2,0.6,6.3,100,12789.84,5.4,73100,523
"PA","2016","Pennsylvania",12788,9980,3002,0.234751329371286,1.989,8.3831,5.9468,0.4683,29.8827,3.723,7.1767,7.8031,"2015",9.98,12.788,NA,NA,NA,NA,6.8189,7.8005,1.22865,1.1535,1.721,0.586,1.63434469815452e-05,51.7379704657236,48.2620295342764,5.22600762469849,94.7739923753015,0.304343867620158,3.06900276593114,10.6897354414894,1.10222773349894,0.0559090220562831,84.778781169404,51.5,6.7,19.9,15.5,0.6,5.8,100,12788.47,5.3,73170,528
"PA","2017","Pennsylvania",12795,10342,3051,0.238452520515826,2.1168,8.4714,5.2935,0.629,28.7834,3.4788,6.4102,7.2198,"2016",10.342,12.795,29.8827,3.723,7.8031,7.1767,5.9468,8.3831,1.3729,1.22865,1.989,0.4683,1.64908167252833e-05,51.7379704657236,48.2620295342764,5.22600762469849,94.7739923753015,0.304343867620158,3.06900276593114,10.6897354414894,1.10222773349894,0.0559090220562831,84.778781169404,52.2,5.9,19.7,16,0.6,5.5,100,12794.68,5,72260,502
"PA","2018","Pennsylvania",12809,10910,3030,0.236552424076821,2.2714,8.6599,5.4619,0.6392,28.0798,3.0547,6.4925,7.302,"2017",10.91,12.809,28.7834,3.4788,7.2198,6.4102,5.2935,8.4714,1.4553,1.3729,2.1168,0.629,1.88148957764072e-05,51.7379704657236,48.2620295342764,5.22600762469849,94.7739923753015,0.304343867620158,3.06900276593114,10.6897354414894,1.10222773349894,0.0559090220562831,84.778781169404,52.3,5.4,20.2,15.9,0.6,5.6,100,12809.11,4.4,74580,578
"PA","2019","Pennsylvania",12799,11175,3079,0.240565669192906,2.3109,10.1721,5.3861,0.4409,27.0601,2.9208,6.6001,7.3076,"2018",11.175,12.799,28.0798,3.0547,7.302,6.4925,5.4619,8.6599,1.3759,1.4553,2.2714,0.6392,2.01578248300648e-05,51.5565089425787,48.4434910574213,6.52290490348186,93.4770950965181,0.352836506785749,3.65872929659796,11.2046622947568,1.39483525834335,0.0664071386345692,83.3225295048816,51.8,5.1,20.2,16.3,0.8,5.7,100,12798.88,4.3,80390,600
"RI","2015","Rhode Island",1057,9914,229,0.216650898770104,2.6847,13.2805,7.3563,0.434,NA,NA,NA,NA,"2014",9.914,1.057,NA,NA,NA,NA,8.1459,12.942,1.55935,1.2183,2.1277,0.3089,1.22989593188269e-05,52.2475939664493,47.7524060335507,11.4799708337943,88.5200291662057,0.786607335086636,3.2948772390594,6.83574025899876,1.73557955939046,0.141429929142297,87.2057656783225,52,5.5,22.8,13.7,0.8,5.2,100,1056.886,6,67430,47
"RI","2016","Rhode Island",1058,10159,242,0.228733459357278,2.9593,15.6336,7.2464,0.4722,30.2912,4.3673,8.7857,9.2161,"2015",10.159,1.058,NA,NA,NA,NA,7.3563,13.2805,1.71575,1.55935,2.6847,0.434,1.41776937618147e-05,52.2475939664493,47.7524060335507,11.4799708337943,88.5200291662057,0.786607335086636,3.2948772390594,6.83574025899876,1.73557955939046,0.141429929142297,87.2057656783225,52,6.9,22,14.1,0.8,4.2,100,1057.816,5.2,73830,52
"RI","2017","Rhode Island",1057,10290,264,0.249763481551561,2.8377,16.3013,7.1335,0.467,31.0824,4.4425,8.2505,8.7667,"2016",10.29,1.057,30.2912,4.3673,9.2161,8.7857,7.2464,15.6336,1.65235,1.71575,2.9593,0.4722,1.32450331125828e-05,52.2475939664493,47.7524060335507,11.4799708337943,88.5200291662057,0.786607335086636,3.2948772390594,6.83574025899876,1.73557955939046,0.141429929142297,87.2057656783225,51.2,6,23.6,13.9,0.8,4.5,100,1056.554,4.5,77120,48
"RI","2018","Rhode Island",1059,10464,262,0.247403210576015,2.7859,15.1725,7.0457,0.4388,29.499,4.2056,8.0424,8.7978,"2017",10.464,1.059,31.0824,4.4425,8.7667,8.2505,7.1335,16.3013,1.61235,1.65235,2.8377,0.467,1.6052880075543e-05,52.2475939664493,47.7524060335507,11.4799708337943,88.5200291662057,0.786607335086636,3.2948772390594,6.83574025899876,1.73557955939046,0.141429929142297,87.2057656783225,52,5.4,23.5,14.2,0.8,4,100,1059.338,4,71970,56
"RI","2019","Rhode Island",1058,10988,253,0.239130434782609,2.3975,15.9796,6.9213,0.3743,29.1985,4.0385,7.9888,8.9511,"2018",10.988,1.058,29.499,4.2056,8.7978,8.0424,7.0457,15.1725,1.3859,1.61235,2.7859,0.4388,1.79584120982987e-05,51.9284506020006,48.0715493979994,13.8190310628808,86.1809689371192,0.873998372813102,3.58671794061353,7.80066375177791,2.0692198282674,0.167401242046978,85.5019988644811,54,5.9,20.5,14.6,0.8,4.3,100,1058.158,3.5,79900,59
"SC","2015","South Carolina",4896,7446,1014,0.207107843137255,1.7402,8.2666,6.2713,0.2951,NA,NA,NA,NA,"2014",7.446,4.896,NA,NA,NA,NA,6.235,6.6141,1.01765,0.75475,1.2052,0.3043,5.92320261437909e-06,52.072279683878,47.927720316122,4.33892285377327,95.6610771462267,0.509346744567501,1.46446339248194,26.7537854654394,1.0028060567447,0.0823381095039922,70.1872602312625,45.2,6.7,19.6,15.3,2.4,10.8,100,4896.006,5.9,56120,109
"SC","2016","South Carolina",4963,7669,1072,0.215998388071731,1.8203,6.8558,6.1129,0.2565,24.4292,3.7696,7.5015,8.0991,"2015",7.669,4.963,NA,NA,NA,NA,6.2713,8.2666,1.0384,1.01765,1.7402,0.2951,6.04473100947008e-06,52.072279683878,47.927720316122,4.33892285377327,95.6610771462267,0.509346744567501,1.46446339248194,26.7537854654394,1.0028060567447,0.0823381095039922,70.1872602312625,45.3,6.8,20.1,15.5,2.4,9.9,100,4963.031,4.9,65200,114
"SC","2017","South Carolina",5027,7855,1100,0.218818380743982,2.0994,6.7738,5.8038,0.2021,25.2892,3.7595,7.1844,7.8626,"2016",7.855,5.027,24.4292,3.7696,8.0991,7.5015,6.1129,6.8558,1.15075,1.0384,1.8203,0.2565,5.56992241893774e-06,52.072279683878,47.927720316122,4.33892285377327,95.6610771462267,0.509346744567501,1.46446339248194,26.7537854654394,1.0028060567447,0.0823381095039922,70.1872602312625,45.3,6.1,19,16.1,2.3,11.1,100,5027.102,4.2,64310,108
"SC","2018","South Carolina",5092,7975,1096,0.215239591516104,2.2272,8.5125,5.9579,0.2032,28.8326,3.6944,6.9972,7.6027,"2017",7.975,5.092,25.2892,3.7595,7.8626,7.1844,5.8038,6.7738,1.2152,1.15075,2.0994,0.2021,6.08798114689709e-06,52.072279683878,47.927720316122,4.33892285377327,95.6610771462267,0.509346744567501,1.46446339248194,26.7537854654394,1.0028060567447,0.0823381095039922,70.1872602312625,45.3,6.1,19.5,16.4,2.3,10.5,100,5091.702,3.4,66400,114
"SC","2019","South Carolina",5158,8345,1115,0.216169057774331,1.5753,9.419,5.4998,0.2056,28.4523,3.3121,6.2905,6.7332,"2018",8.345,5.158,28.8326,3.6944,7.6027,6.9972,5.9579,8.5125,0.89045,1.2152,2.2272,0.2032,7.1733229934083e-06,52.237706505072,47.762293494928,4.90852068568252,95.0914793143175,0.522572909343627,1.81910169289093,26.0207332835645,1.26052508525532,0.0851378662220276,70.2919291627236,45.4,6.1,18.8,16.8,2.2,10.8,100,5157.702,2.8,70650,121
"SD","2015","South Dakota",855,9627,113,0.132163742690058,1.0766,6.9882,7.8904,0.2871,NA,NA,NA,NA,"2014",9.627,0.855,NA,NA,NA,NA,8.1349,4.758,0.68185,0.5777,0.9594,0.196,1.28654970760234e-05,50.0242570109062,49.9757429890938,2.67268156530176,97.3273184346982,7.22134364938853,1.16291890597731,1.58584146625755,1.28625163026015,0.0735585980077748,88.6700857501087,48.1,10.2,13.4,14.1,2.9,11.2,100,854.663,3,66660,70
"SD","2016","South Dakota",864,10046,114,0.131944444444444,1.2669,7.6953,7.7282,0.3882,31.7324,3.2029,8.44,9.2897,"2015",10.046,0.864,NA,NA,NA,NA,7.8904,6.9882,0.82755,0.68185,1.0766,0.2871,1.15740740740741e-05,50.0242570109062,49.9757429890938,2.67268156530176,97.3273184346982,7.22134364938853,1.16291890597731,1.58584146625755,1.28625163026015,0.0735585980077748,88.6700857501087,52.7,8.5,14.2,14,2.4,8.3,100,863.693,3,68930,62
"SD","2017","South Dakota",874,10440,109,0.124713958810069,1.1976,7.2596,7.9427,0.2746,33.3565,3.2055,8.5409,9.5564,"2016",10.44,0.874,31.7324,3.2029,9.2897,8.44,7.7282,7.6953,0.7361,0.82755,1.2669,0.3882,1.1441647597254e-05,50.0242570109062,49.9757429890938,2.67268156530176,97.3273184346982,7.22134364938853,1.16291890597731,1.58584146625755,1.28625163026015,0.0735585980077748,88.6700857501087,52.3,8.8,13.7,14.4,1.6,9.2,100,873.732,3.1,67110,58
"SD","2018","South Dakota",879,11086,111,0.126279863481229,1.2155,7.3126,7.2362,0.2409,32.1223,2.9192,8.2643,9.1717,"2017",11.086,0.879,33.3565,3.2055,9.5564,8.5409,7.9427,7.2596,0.7282,0.7361,1.1976,0.2746,1.13765642775882e-05,50.0242570109062,49.9757429890938,2.67268156530176,97.3273184346982,7.22134364938853,1.16291890597731,1.58584146625755,1.28625163026015,0.0735585980077748,88.6700857501087,51.7,8.3,13.3,14.9,2.4,9.4,100,879.386,2.8,68730,59
