"State_Abbrev","year","State_Name","pop_millions","percapita_health_spending_thousands","medicaid_enroll_percapita","prev2years_drugusecalc","prev2years_aud","prev2years_marijuana","Gender_Male","Ethnicity_HispanicorLatino","Race_White","Insurance_Uninsured","Unemployment","Income","Forprofit","Government","Nonprofit","count_tx_total"
"RI","2016","Rhode Island",1.058,10.159,0.228733459357278,1.55935,7.3563,13.2805,47.7524060335507,11.4799708337943,87.2057656783225,4.2,5.2,76620,15,2,35,52
"RI","2017","Rhode Island",1.057,10.29,0.249763481551561,1.71575,7.2464,15.6336,47.7524060335507,11.4799708337943,87.2057656783225,4.5,4.5,80030,14,3,31,48
"RI","2018","Rhode Island",1.059,10.464,0.247403210576015,1.65235,7.1335,16.3013,47.7524060335507,11.4799708337943,87.2057656783225,4,4,74690,17,3,36,56
"RI","2019","Rhode Island",1.058,10.988,0.239130434782609,1.61235,7.0457,15.1725,48.0715493979994,13.8190310628808,85.5019988644811,4.3,3.5,82920,19,3,37,59
"RI","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,41,63
"RI","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,43,63
"RI","2022","Rhode Island",NA,NA,NA,1.3859,6.9213,15.9796,49.0974039391662,17.5527139139864,82.7533934210695,4.1,3.2,83860,21,3,43,67
"RI","2023","Rhode Island",NA,NA,NA,1.65551878622245,12.9981563514461,19.0438661852986,NA,NA,NA,NA,3,81860,26,3,31,60
"SC","2015","South Carolina",4.896,7.446,0.207107843137255,0.75475,6.235,6.6141,47.927720316122,4.33892285377327,70.1872602312625,10.8,5.9,58240,29,41,39,109
"SC","2016","South Carolina",4.963,7.669,0.215998388071731,1.01765,6.2713,8.2666,47.927720316122,4.33892285377327,70.1872602312625,9.9,4.9,67660,30,46,38,114
"SC","2017","South Carolina",5.027,7.855,0.218818380743982,1.0384,6.1129,6.8558,47.927720316122,4.33892285377327,70.1872602312625,11.1,4.2,66740,28,42,38,108
"SC","2018","South Carolina",5.092,7.975,0.215239591516104,1.15075,5.8038,6.7738,47.927720316122,4.33892285377327,70.1872602312625,10.5,3.4,68910,31,43,40,114
"SC","2019","South Carolina",5.158,8.345,0.216169057774331,1.2152,5.9579,8.5125,47.762293494928,4.90852068568252,70.2919291627236,10.8,2.8,73320,37,40,44,121
"SC","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39,43,124
"SC","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,38,121
"SC","2022","South Carolina",NA,NA,NA,0.89045,5.4998,9.419,48.6900852869989,6.59063262758692,68.8629763106814,9,3.2,64220,45,32,36,113
"SC","2023","South Carolina",NA,NA,NA,1.23061600343914,9.69686905434281,11.2637532324205,NA,NA,NA,NA,3,69100,44,29,34,107
"SD","2015","South Dakota",0.855,9.627,0.132163742690058,0.5777,8.1349,4.758,49.9757429890938,2.67268156530176,88.6700857501087,11.2,3,69180,11,22,37,70
"SD","2016","South Dakota",0.864,10.046,0.131944444444444,0.68185,7.8904,6.9882,49.9757429890938,2.67268156530176,88.6700857501087,8.3,3,71540,10,19,33,62
"SD","2017","South Dakota",0.874,10.44,0.124713958810069,0.82755,7.7282,7.6953,49.9757429890938,2.67268156530176,88.6700857501087,9.2,3,69650,10,18,30,58
"SD","2018","South Dakota",0.879,11.086,0.126279863481229,0.7361,7.9427,7.2596,49.9757429890938,2.67268156530176,88.6700857501087,9.4,2.8,71330,10,17,32,59
"SD","2019","South Dakota",0.887,11.627,0.122886133032694,0.7282,7.2362,7.3126,50.2085730080232,3.30444786421837,87.4859183338065,9.6,2.7,75950,9,17,33,59
"SD","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,34,58
"SD","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,47,70
"SD","2022","South Dakota",NA,NA,NA,0.7119,6.3561,6.4887,50.8585176913337,4.89193514350028,84.2436559158694,8,1.9,69850,8,18,41,67
"SD","2023","South Dakota",NA,NA,NA,0.916144795741823,12.1542220286179,11.4059660092536,NA,NA,NA,NA,1.8,81740,7,14,26,47
"TN","2015","Tennessee",6.595,7.806,0.234420015163002,0.7268,5.6815,5.5273,48.0762663278615,3.88471566085887,80.7188805202295,10.3,5.5,59460,64,6,157,227
"TN","2016","Tennessee",6.651,8.065,0.254999248233348,0.94695,5.6078,6.3807,48.0762663278615,3.88471566085887,80.7188805202295,9.1,4.7,63940,71,6,150,227
"TN","2017","Tennessee",6.715,8.485,0.240655249441549,1.04635,5.3751,7.9933,48.0762663278615,3.88471566085887,80.7188805202295,9.4,3.7,67680,71,6,140,217
"TN","2018","Tennessee",6.778,8.565,0.227795809973443,1.1892,5.1405,8.2254,48.0762663278615,3.88471566085887,80.7188805202295,10.2,3.5,67250,74,5,142,221
"TN","2019","Tennessee",6.83,8.827,0.228257686676428,1.1825,4.8573,8.7911,48.1490310186453,4.47037786014792,79.9201744423989,10.2,3.3,66940,114,4,195,313
"TN","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,5,196,311
"TN","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,14,249,383
"TN","2022","Tennessee",NA,NA,NA,0.9861,5.1652,9.0524,49.1021350696655,6.37481760556399,78.3028726884355,9.4,3.4,67980,129,7,225,361
"TN","2023","Tennessee",NA,NA,NA,1.18539230842646,10.1689990787674,10.6887814311393,NA,NA,NA,NA,3.2,72700,133,5,181,319
"TX","2015","Texas",27.469,7.217,0.161491135461793,0.7927,6.9518,5.919,49.1293022582485,34.6212323120739,80.8988184444999,17,4.5,70950,195,47,200,442
"TX","2016","Texas",27.914,7.393,0.163681306871104,0.81155,6.3104,6.0034,49.1293022582485,34.6212323120739,80.8988184444999,16.6,4.6,72410,222,54,212,488
"TX","2017","Texas",28.291,7.572,0.162489837757591,0.8689,5.4291,5.9125,49.1293022582485,34.6212323120739,80.8988184444999,17.4,4.4,73540,190,54,187,431
"TX","2018","Texas",28.625,7.711,0.156786026200873,0.9592,4.9393,6.1124,49.1293022582485,34.6212323120739,80.8988184444999,17.7,3.9,71720,243,63,196,502
"TX","2019","Texas",28.987,8.028,0.151205712905785,0.8808,4.7989,6.2135,49.2108463121229,36.3695867338751,79.0743399321697,18.4,3.5,79720,257,59,196,512
"TX","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,53,199,509
"TX","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,96,190,545
"TX","2022","Texas",NA,NA,NA,0.87905,4.9471,7.3376,50.0155313568905,40.1888811468908,77.3974267765122,16.6,3.9,77600,278,114,211,603
"TX","2023","Texas",NA,NA,NA,0.842963517173161,11.0770014669155,9.56546143497671,NA,NA,NA,NA,4,79060,246,78,182,506
"UT","2015","Utah",2.984,6.112,0.106233243967828,0.74905,5.8611,5.6076,49.8122887874036,11.7014652069571,92.4162870962035,10.7,3.5,83240,95,31,58,184
"UT","2016","Utah",3.044,6.398,0.104139290407359,0.5882,5.1498,5.1131,49.8122887874036,11.7014652069571,92.4162870962035,8.5,3.3,84030,145,30,60,235
"UT","2017","Utah",3.104,6.628,0.0976159793814433,0.84305,4.6218,5.3785,49.8122887874036,11.7014652069571,92.4162870962035,9,3.1,85400,151,30,58,239
"UT","2018","Utah",3.155,7.008,0.0928684627575277,1.1319,5.3266,6.4742,49.8122887874036,11.7014652069571,92.4162870962035,9,2.9,92450,177,32,60,269
"UT","2019","Utah",3.203,7.193,0.0905401186387761,1.03435,4.7874,6.2824,49.983571173766,12.8677956737864,91.2888953010918,9.6,2.5,99910,201,34,75,310
"UT","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,33,72,333
"UT","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,39,84,356
"UT","2022","Utah",NA,NA,NA,0.8398,4.5241,6.68,50.7817972077615,15.146917889257,90.0260293421675,8.1,2.4,99610,203,38,83,324
"UT","2023","Utah",NA,NA,NA,0.957099552255812,8.92385123012933,10.2552453672061,NA,NA,NA,NA,2.7,101200,181,35,69,285
"VA","2015","Virginia",8.367,7.75,0.122505079478905,1.01635,7.5037,6.9566,48.5909994576855,7.47574058155011,72.4073973819324,9.3,4.4,77240,60,110,60,230
"VA","2016","Virginia",8.418,7.987,0.128177714421478,0.8486,6.1166,6.7445,48.5909994576855,7.47574058155011,72.4073973819324,8.8,4,82750,69,111,49,229
"VA","2017","Virginia",8.471,8.176,0.132097745248495,1.00075,6.0587,7.0067,48.5909994576855,7.47574058155011,72.4073973819324,8.8,3.6,86650,68,105,50,223
"VA","2018","Virginia",8.511,8.425,0.136176712489719,1.23505,5.8393,7.1018,48.5909994576855,7.47574058155011,72.4073973819324,8.7,3,92550,79,101,51,231
"VA","2019","Virginia",8.557,8.826,0.156596938179268,1.16855,5.5162,7.4344,48.6822201053147,8.50107648782819,70.6687083476813,8,2.8,96120,96,104,54,254
"VA","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,100,46,249
"VA","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,110,67,300
"VA","2022","Virginia",NA,NA,NA,1.1127,5.4052,8.1341,49.5083213577196,10.4910521753661,68.4890942359401,6.6,2.7,88550,198,106,71,375
"VA","2023","Virginia",NA,NA,NA,1.20801952298645,11.7370917699466,13.8584610471763,NA,NA,NA,NA,2.7,96490,202,83,57,342
"VT","2015","Vermont",0.626,11.01,0.311501597444089,1.4391,7.4883,13.4012,48.8153899014695,1.52472993988071,95.9165758025339,3.9,3.5,74740,5,1,38,44
"VT","2016","Vermont",0.624,11.246,0.315705128205128,1.8304,7.3192,15.0801,48.8153899014695,1.52472993988071,95.9165758025339,3.6,3.1,75760,5,2,39,46
"VT","2017","Vermont",0.625,11.521,0.2896,1.88485,7.1628,17.6004,48.8153899014695,1.52472993988071,95.9165758025339,4.2,2.9,77930,5,2,35,42
"VT","2018","Vermont",0.625,11.797,0.2768,2.11415,7.654,19.3045,48.8153899014695,1.52472993988071,95.9165758025339,4.1,2.5,84050,8,2,36,46
"VT","2019","Vermont",0.624,12.159,0.262820512820513,2.164,7.7975,19.8438,48.9085205435915,1.88102903353011,94.9050559031313,4.4,2.1,87830,10,1,37,48
"VT","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,38,52
"VT","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,43,63
"VT","2022","Vermont",NA,NA,NA,1.9169,7.1844,20.3004,49.7671018631851,2.29606344967422,93.8375492996056,3.9,2.4,75060,17,8,35,60
"VT","2023","Vermont",NA,NA,NA,1.82856067258313,12.4623278504709,25.4457194305104,NA,NA,NA,NA,1.9,85190,16,2,34,52
"WA","2015","Washington",7.167,7.904,0.245709501883633,1.2101,6.9281,13.0639,49.5113966496462,9.38790044728841,82.7714756236284,6.5,5.5,84480,175,73,170,418
"WA","2016","Washington",7.3,8.097,0.255890410958904,1.1896,5.9693,11.4177,49.5113966496462,9.38790044728841,82.7714756236284,5.9,5.2,87550,173,72,183,428
"WA","2017","Washington",7.428,8.278,0.253365643511039,1.2731,6.0592,12.4149,49.5113966496462,9.38790044728841,82.7714756236284,6.1,4.7,87550,158,62,176,396
"WA","2018","Washington",7.527,8.588,0.241131925069749,1.4733,6.4504,15.9041,49.5113966496462,9.38790044728841,82.7714756236284,6.5,4.4,95640,173,62,210,445
"WA","2019","Washington",7.614,8.964,0.236800630417652,1.48145,6.2076,17.0069,49.7636149840417,10.6708046363178,80.005493028725,6.6,4.2,97470,178,60,214,452
"WA","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,60,211,457
"WA","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,58,220,445
"WA","2022","Washington",NA,NA,NA,1.40705,6.1487,18.4853,50.4553040630708,14.0424229486914,76.8362500587609,6,4.1,92980,136,59,218,413
"WA","2023","Washington",NA,NA,NA,1.20997846350948,12.4315268366761,22.2629848202857,NA,NA,NA,NA,4.2,93440,119,53,179,351
"WI","2015","Wisconsin",5.763,8.654,0.186534790907513,1.1092,8.1899,6.386,49.2258410777826,4.88765647046392,89.8786394997732,5.8,4.4,69630,104,62,122,288
"WI","2016","Wisconsin",5.775,8.809,0.19012987012987,1.00775,7.7625,6.8192,49.2258410777826,4.88765647046392,89.8786394997732,5.2,3.9,74490,99,60,121,280
"WI","2017","Wisconsin",5.793,9.019,0.190056965302952,0.885,7.6163,7.4227,49.2258410777826,4.88765647046392,89.8786394997732,5.1,3.3,77690,95,61,117,273
"WI","2018","Wisconsin",5.809,9.244,0.187295575830608,1.2799,7.4278,8.0932,49.2258410777826,4.88765647046392,89.8786394997732,5.5,3,75130,100,54,114,268
"WI","2019","Wisconsin",5.825,9.652,0.186266094420601,1.45965,7.3099,9.1712,49.3865444012987,5.67200085325917,88.8636729734985,5.8,3.2,79620,116,55,105,276
"WI","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,54,111,295
"WI","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,69,116,327
"WI","2022","Wisconsin",NA,NA,NA,1.27845,6.5143,9.2893,50.1533549459749,7.60539726593239,86.6138518557111,5.4,2.8,76240,136,68,113,317
"WI","2023","Wisconsin",NA,NA,NA,1.08388211477549,12.0379080698112,12.7578579152243,NA,NA,NA,NA,2.8,79690,109,45,82,236
"WV","2015","West Virginia",1.843,9.947,0.304395008138904,0.75565,6.5945,6.3662,48.9581543264257,1.20048117056763,94.5180924616385,5.5,6.5,53800,15,5,83,103
"WV","2016","West Virginia",1.832,10.488,0.326419213973799,1.0034,5.7264,6.9969,48.9581543264257,1.20048117056763,94.5180924616385,4.9,6.1,55230,18,7,81,106
"WV","2017","West Virginia",1.819,11.017,0.322155030236394,1.1187,4.6761,6.8299,48.9581543264257,1.20048117056763,94.5180924616385,5.8,5.2,57460,19,5,78,102
"WV","2018","West Virginia",1.806,11.337,0.312292358803987,1.24545,4.6902,7.78,48.9581543264257,1.20048117056763,94.5180924616385,6.2,5.1,60670,19,8,81,108
"WV","2019","West Virginia",1.795,11.951,0.305292479108635,1.2365,4.5312,9.6951,49.0800265398404,1.47885733720651,94.0787162746093,6.6,4.9,63480,28,7,81,116
"WV","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,8,91,126
"WV","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,114,150
"WV","2022","West Virginia",NA,NA,NA,1.0395,4.3499,9.6938,49.9283443257945,2.07249391039435,92.8388265594686,5.9,3.9,54540,39,5,110,154
"WV","2023","West Virginia",NA,NA,NA,1.37419053638256,8.33587222956391,14.9612457359468,NA,NA,NA,NA,3.9,60410,51,5,88,144
"WY","2015","Wyoming",0.586,8.652,0.117747440273038,0.84155,7.9489,6.329,50.974564649494,8.07708390473321,93.8113458659125,10.4,4.2,76540,8,15,36,59
"WY","2016","Wyoming",0.585,8.976,0.112820512820513,0.75755,6.7113,6.2962,50.974564649494,8.07708390473321,93.8113458659125,11,5.3,72010,9,13,36,58
"WY","2017","Wyoming",0.58,9.496,0.110344827586207,0.9106,6.917,6.3126,50.974564649494,8.07708390473321,93.8113458659125,12.3,4.3,72860,9,10,28,47
"WY","2018","Wyoming",0.579,9.787,0.103626943005181,1.0044,6.7067,7.2369,50.974564649494,8.07708390473321,93.8113458659125,10.6,4.1,75020,9,12,32,53
"WY","2019","Wyoming",0.58,10.111,0.0982758620689655,0.818,5.9066,7.8752,50.8130308886794,8.67404638788549,93.5754771699672,12.3,3.7,76990,8,12,37,57
"WY","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,37,60
"WY","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,36,59
"WY","2022","Wyoming",NA,NA,NA,1.0364,6.8073,7.5297,51.2493528340279,10.803242624028,92.2928337871379,11.6,3.4,76000,12,11,37,60
"WY","2023","Wyoming",NA,NA,NA,0.838432399104175,12.662779242537,10.7631643298995,NA,NA,NA,NA,2.9,77200,12,9,36,57
