CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,OTHER_SRVC,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OPIOIDMAINT,OPIOIDWDRAW,OPIOIDDETOX,OPIOIDNAL,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG24,LANG9,LANG10,LANG22,LANG25,LANG26,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC30,SRVC34,SRVC33,SRVC64,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,HINUM,RCNUM,OPNUM,LOC5,LICEN,ACCRED
8648,NC,0,1,1,,0,,6,2,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,,,5,0,1,1
8649,NC,0,1,2,,0,,4,2,2,16,0,1,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,0,,,,,,0,1,0,0,1,0,0,0,0,0,0,,,,1,0,0
8650,NC,0,1,2,,0,,5,0,1,4,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,,,1,0,1,M
8651,NC,0,1,2,,0,,3,5,1,4,3,0,0,0,0,1,1,0,0,1,0,0,0,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,5,0,1,1
8652,NC,0,1,2,,0,,2,2,2,16,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,0,,5,,1,1,1
8653,NC,0,1,2,,0,,1,2,1,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,1,0,0,D,,1,,1,1,1
8654,NC,0,1,1,,0,,5,1,2,9,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,D,1,1,1,1,0,0,,,2,0,0,1
8655,NC,0,1,1,,0,,4,1,2,6,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,,,1,0,0,1
8656,NC,0,1,2,,0,,4,6,1,2,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,D,0,1,0,1,D,0,1,D,,,,0,M,M
8657,NC,0,1,1,,0,,5,3,2,3,1,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,,,1,0,1,0
8658,NC,0,1,2,,0,,7,2,2,8,0,0,0,0,0,0,0,0,,,,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,D,0,1,1,1,1,0,1,D,,,4,0,1,1
8659,NC,0,1,1,,0,,7,2,1,5,2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,,,3,0,1,1
8660,NC,1,1,2,,0,,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,0,0,1,D,D,D,D,D,D,D,D,,1,,1,M,0
8661,NC,1,1,2,,0,,6,2,2,6,0,0,1,0,0,0,0,0,,,,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,1,0,1,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,4,0,1,1
8662,NC,1,1,2,,0,,5,7,2,11,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,1,0,1,0,1,0,0,0,D,,2,,0,1,1
8663,NC,0,1,3,,0,,5,3,2,16,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,0,1,1,0,0,0,,1,,1,1,0
8664,NC,0,1,1,,0,,5,1,2,3,3,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,,,3,0,1,1
8665,NC,0,1,1,,0,,3,2,2,8,0,0,0,0,0,0,0,0,,,,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,2,0,1,0
8666,NC,0,1,1,,0,,6,1,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,D,1,0,,,,0,1,1
8667,NC,0,1,1,,0,,6,2,2,7,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,,,3,0,1,1
8668,NC,0,1,1,,0,,6,1,2,5,3,0,0,0,0,0,0,0,,,,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,,,,0,0,1
8669,NC,0,1,1,,0,,5,2,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,4,0,1,1
8670,NC,0,1,1,,0,,7,2,2,8,0,0,0,0,0,0,0,0,,,,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,0,1,1
8671,NC,0,1,1,,0,,6,2,2,16,3,0,0,0,0,0,0,0,,,,,,2,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,D,,,2,0,1,1
8672,NC,1,1,1,,0,,5,1,2,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,M
8673,NC,0,1,1,,0,,7,1,2,7,0,0,1,0,0,0,0,0,,,,,,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,,,4,0,1,1
8674,NC,0,1,2,,0,,3,2,1,14,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,0,1,0,0,0,0,,1,,1,1,1
8675,NC,0,1,1,,0,,3,5,2,9,0,0,0,0,1,0,1,1,1,1,0,0,0,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,3,0,1,1
8676,NC,0,1,1,,0,,2,7,2,6,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,0,1,1
8677,NC,0,1,1,,0,,2,3,2,9,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,4,0,1,1
8678,NC,0,1,1,,0,,4,7,1,11,0,0,0,0,1,1,1,1,1,1,0,0,0,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,0,1,1
8679,NC,1,1,1,,0,,2,3,2,8,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,1,D,D,1,D,,,4,0,1,1
8680,NC,0,1,1,,0,,6,7,2,15,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,3,0,1,1
8681,NC,1,0,5,,1,1,6,7,2,13,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,0,,,,,,0,1,1,0,0,1,1,1,1,1,1,1,,,0,1,1
8682,NC,0,1,1,,0,,5,1,1,4,3,0,1,1,0,1,0,0,0,1,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,D,,,3,0,M,M
8683,NC,0,1,1,,0,,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,,,,0,0,0
8684,NC,0,1,1,,0,,6,1,2,3,3,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,,,1,0,0,0
8685,NC,0,1,1,,0,,2,1,1,1,1,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,M,0
8686,NC,0,1,2,,0,,5,1,2,6,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,,,2,0,1,0
8687,NC,0,1,1,,0,,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,,,1,0,0,0
8688,NC,0,1,2,,0,,5,2,2,6,2,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,,,1,0,1,0
8689,NC,0,1,2,,0,,7,2,2,6,0,0,1,1,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,,,5,0,1,1
8690,NC,0,1,1,,0,,5,2,2,7,2,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,,4,,0,1,1
8691,NC,0,1,2,,0,,6,2,2,4,1,0,1,1,0,1,1,0,0,1,0,0,0,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,0,1,1
8692,NC,0,1,1,,0,,5,1,2,1,0,0,0,1,0,1,1,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,D,1,1,1,1,0,,,3,0,0,0
8693,NC,0,1,1,,0,,5,2,2,8,1,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,,,3,0,1,M
8694,NC,0,1,1,,0,,6,2,2,9,1,0,1,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,,,1,0,1,1
8695,NC,0,1,2,,0,,2,2,2,4,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,1,1,1,1,0,D,0,1,1,1,1,1,1,D,,,5,0,1,1
8696,NC,0,1,1,,0,,3,2,2,6,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,0,1,M
8697,NC,0,1,1,,0,,4,2,2,1,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,0,1,M
8698,NC,0,1,2,,0,,3,1,2,8,0,0,0,0,0,0,0,0,,,,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,D,0,1,D,,1,1,1,1,1
8699,NC,1,0,2,,0,,6,7,2,10,0,0,0,1,0,0,0,0,,,,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,1,1,1,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,1,1,0,0,D,,,,0,1,1
8700,NC,0,1,2,,0,,7,3,2,8,0,0,0,0,0,0,0,0,,,,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,5,0,M,1
8701,NC,0,1,1,,0,,5,2,2,4,1,0,0,0,0,1,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,,,,0,0,0
8702,NC,0,1,1,,0,,6,2,2,17,1,1,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,1,0,0,0,0,0,0,0,,1,,0,1,M
8703,NC,0,1,2,,0,,7,2,2,15,1,0,1,1,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,,,,0,1,M
8704,NC,0,1,1,,0,,6,0,2,7,0,1,0,0,0,0,0,0,,,,,,2,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,3,0,0,1
8705,NC,0,1,1,,0,,6,2,2,3,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0
8706,NC,0,1,4,,0,,1,5,1,5,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,3,0,1,0
8707,NC,0,1,4,,0,,2,4,2,11,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,3,0,1,0
8708,NC,0,1,2,,0,,4,1,2,9,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,,2,1,0,1,1
8709,NC,0,1,2,,0,,5,2,2,13,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,D,,,3,0,1,1
8710,NC,0,1,1,,0,,0,2,2,5,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,1,0,0,0,0,0,0,0,,2,,0,1,0
8711,NC,0,1,1,,0,,6,3,2,11,3,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,,,2,0,1,M
8712,NC,0,1,4,,0,,4,2,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,1,5,1,1,0
8713,NC,0,1,2,,0,,3,1,2,7,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,1,,1,1,0
8714,NC,0,1,2,,0,,6,7,2,8,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,,,,0,1,1
8715,NC,1,0,3,,0,,4,7,1,7,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,0,1,1,0,1,0,1,1,0,1,0,,2,,0,1,1
8716,NC,0,1,1,,0,,2,1,1,2,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,3,0,1,0
8717,NC,0,1,2,,0,,6,1,2,5,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,M,M,M,D,D,D,D,D,D,D,D,,,1,0,M,M
8718,NC,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,,,1,0,1,0
8719,NC,0,1,1,,0,,5,1,2,6,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,,,2,0,1,1
8720,NC,1,1,1,,0,,6,2,2,9,3,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,D,,,5,0,1,0
8721,NC,0,1,1,,0,,3,7,2,11,0,0,0,1,1,1,1,1,1,1,0,0,1,2,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,1,1,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,,,5,0,1,1
8722,NC,0,1,2,,0,,5,1,2,11,3,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,0,1,1,1,1,0,,1,,0,1,1
8723,NC,0,1,1,,0,,7,4,2,12,0,0,0,0,0,0,0,0,,,,,,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,,,,0,1,1
8724,NC,0,1,2,,0,,4,1,2,11,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,D,,,1,0,1,1
8725,NC,0,1,1,,0,,7,1,2,15,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,D,,,1,0,1,1
8726,NC,0,1,1,,0,,1,1,2,2,1,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,0,0,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,0,1,0
8727,NC,1,1,1,,1,3,6,6,2,14,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,,,,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,D,4,,2,0,1,1
8728,NC,0,1,2,,0,,3,7,2,5,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,1,0,1,1
8729,NC,0,1,2,,0,,1,1,2,8,0,0,0,0,0,0,0,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,1,1,0,0,,,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,D,1,1,D,,3,1,1,0,1
