CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7941,NC,0,1,2,,0,,3,3,2,13,1,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,4,3,3,1,1,,3,,,,,,,,,,,5,1,1,1,1,M
7942,NC,0,1,1,,0,,6,1,2,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,5,1,1,0,M,M
7943,NC,0,1,2,,0,,6,1,2,10,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,1
7944,NC,0,1,1,,0,,4,2,2,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,0,D,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,4,2,2,0,1,M
7945,NC,0,1,1,,0,,5,0,2,3,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7946,NC,1,1,1,,0,,4,2,2,2,M,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,2,0,1,M
7947,NC,0,1,2,,0,,4,3,2,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,3,1,1,,4,1,3,0,1,1
7948,NC,0,1,1,,0,,5,2,2,2,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,1,,5,1,1,0,1,M
7949,NC,0,1,1,,0,,3,1,2,2,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,5,1,0,1,M
7950,NC,0,1,1,,0,,3,2,2,3,0,0,0,0,0,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,1,1,,5,1,1,0,1,M
7951,NC,0,1,2,,0,,6,1,2,9,0,1,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,5,1,1,0,1,M
7952,NC,1,1,1,,0,,3,1,1,3,0,1,1,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,2,5,1,1,2,4,1,1,5,,3,1,4,0,M,M
7953,NC,0,1,2,,1,1,5,7,2,3,0,0,0,0,0,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,4,1,1,,2,4,4,0,1,M
7954,NC,0,1,1,,0,,5,2,2,6,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,0,,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,1,1,1,,5,1,1,0,1,1
7955,NC,0,1,1,,0,,3,1,2,2,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,1,0,1,M
7956,NC,1,1,2,,0,,6,7,2,12,0,0,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,,,0,,,,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,2,2,1,5,5,5,4,2,2,2,1,1,5,0,1,1
7957,NC,0,1,2,,0,,6,3,2,8,0,1,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,,2,3,3,0,1,1
7958,NC,0,1,1,,0,,5,0,2,10,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,2,1,1,,1,5,2,0,M,1
7959,NC,0,1,1,,0,,4,2,2,7,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,4,2,2,3,1,1,1,,2,1,4,0,1,M
7960,NC,0,1,1,,0,,2,2,1,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,1,5,1,0,1,M
7961,NC,0,1,2,,0,,5,4,2,10,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,4,1,3,1,4,1,4,1,4,1,1,5,0,1,1
7962,NC,1,1,1,,0,,4,1,2,2,0,0,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,,,,,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,3,,1,1,5,0,M,M
7963,NC,0,1,1,,0,,6,2,2,8,0,D,0,D,D,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,4,1,1,,1,4,4,0,1,1
7964,NC,0,1,1,,0,,6,4,2,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,D,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,5,1,1,0,1,1
7965,NC,0,1,1,,0,,4,4,2,7,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,5,1,1,0,1,M
7966,NC,0,1,1,,0,,4,1,2,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,3,4,1,1,1,,5,1,1,0,1,M
7967,NC,0,1,1,,0,,6,2,2,7,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,4,1,1,,3,2,2,0,M,1
7968,NC,0,1,1,,0,,5,2,2,8,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,1,3,0,M,1
7969,NC,0,1,2,,0,,6,0,2,10,0,1,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,4,1,1,,4,1,2,0,1,1
7970,NC,0,1,1,,0,,3,2,1,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,0,M,0,0,1,0,1,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,1,1,,2,3,3,0,1,M
7971,NC,0,1,2,,0,,4,2,2,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
7972,NC,0,1,1,,0,,6,1,0,10,0,0,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,3,1,1,,3,1,4,0,1,M
7973,NC,0,1,1,,0,,6,1,2,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,1
7974,NC,0,1,1,,0,,6,0,2,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,2,3,3,0,M,M
7975,NC,0,1,1,,0,,2,0,0,1,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,3,,1,2,5,0,M,M
7976,NC,0,1,1,,0,,3,0,2,6,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,M,M
7977,NC,0,1,1,,0,,6,3,2,9,0,1,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,2,1,0,M,M
7978,NC,0,1,1,,0,,3,1,2,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,3,2,1,2,2,1,1,,2,4,4,0,1,M
7979,NC,0,1,2,,0,,5,3,2,7,0,1,0,1,0,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,5,1,4,,2,3,3,0,1,1
7980,NC,0,1,2,,0,,6,3,2,12,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,1,5,0,1,M
7981,NC,0,1,1,,0,,4,1,2,9,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,5,0,1,M
7982,NC,0,1,2,,0,,3,2,2,6,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,4,1,1,,4,1,4,0,1,1
7983,NC,0,1,1,,0,,4,0,2,10,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,4,4,0,1,M
7984,NC,0,1,1,,0,,4,0,2,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,M,M
7985,NC,0,1,1,,0,,6,1,2,9,0,D,D,D,D,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7986,NC,0,1,1,,0,,3,2,1,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,1,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7987,NC,0,1,2,,0,,2,0,2,2,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,1,0,0,,,1,0,1,0,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,1,2,1,2,1,1,1,,1,,,,,,,,,,,1,1,5,1,1,M
7988,NC,0,1,1,,0,,4,0,2,2,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,4,1,1,,4,3,1,0,M,M
7989,NC,0,1,2,,0,,4,2,2,7,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,1,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,0,0,0,1,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,4,1,1,1,1,M
7990,NC,0,1,2,,0,,4,3,2,7,M,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,1,,5,1,1,0,1,1
7991,NC,0,1,1,,0,,4,1,2,8,0,1,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,,1,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,5,1,1,0,M,M
7992,NC,0,1,4,,0,,4,3,2,8,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,5,1,1,0,1,1
7993,NC,0,1,2,,0,,5,3,2,7,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,4,2,0,M,M
7994,NC,1,1,1,,0,,6,6,2,13,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
7995,NC,0,1,1,,0,,4,1,2,9,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,4,1,1,0,1,M
7996,NC,0,1,2,,0,,5,2,2,12,1,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,0,0,1,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,5,2,2,4,1,1,1,,2,4,4,1,1,1
7997,NC,0,1,2,,0,,3,3,2,9,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7998,NC,0,1,1,,0,,6,1,2,9,0,D,0,D,D,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,4,1,1,,5,1,1,0,1,M
7999,NC,0,1,2,,0,,4,2,2,13,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,1,5,0,1,1
8000,NC,0,1,2,,0,,0,2,1,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,1,1,0,D,0,,,,,,,,,1,1,2,1,1,1,1,,1,,,,,,,,,,,4,3,2,1,1,M
8001,NC,1,1,2,,0,,5,5,2,8,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,1,1,,1,2,5,0,1,1
8002,NC,0,1,2,,0,,5,1,2,10,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
8003,NC,0,1,1,,0,,6,0,1,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,5,1,1,0,1,M
8004,NC,0,1,2,,0,,6,2,2,5,0,0,0,0,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,1,1,1,,3,2,2,0,1,1
8005,NC,0,1,2,,0,,4,2,1,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,4,1,1,,4,2,2,0,1,1
8006,NC,0,1,2,,0,,6,1,1,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,3,1,1,,5,1,1,0,1,1
8007,NC,1,1,1,,0,,2,7,2,7,0,0,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,1,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,2,1,2,1,1,5,0,1,1
8008,NC,0,1,1,,0,,4,1,2,7,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,1,5,2,0,1,M
8009,NC,1,1,2,,1,1,4,2,2,4,0,1,0,1,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,0,0,,,,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,,1,,,,,,,,,,1,3,1,2,1,3,1,1,4,,4,2,1,0,1,1
8010,NC,0,1,1,,0,,3,2,2,1,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,,4,3,1,0,M,M
8011,NC,0,1,1,,0,,2,0,1,1,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
8012,NC,0,1,1,,0,,3,4,2,8,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
8013,NC,0,1,1,,0,,2,2,2,12,1,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,0,1,0,0,D,0,1,D,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
8014,NC,0,1,1,,0,,2,3,2,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,5,1,1,0,M,M
8015,NC,0,1,2,,0,,4,7,2,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,1,3,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,,3,4,2,1,M,M
8016,NC,0,1,2,,0,,5,2,2,9,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
8017,NC,0,1,2,,0,,5,1,2,4,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,,1,3,5,0,M,1
